"","Country","Year","Gini_Coefficient","EU_2004","EU_2014"
"271","HRV","2014",0.872287873485894,0,0
"272","HRV","2013",0.867229697930561,0,0
"273","HRV","2012",0.857423766225712,0,0
"274","HRV","2011",0.855033999784106,0,0
"275","HRV","2010",0.857750402300294,0,0
"276","HRV","2009",0.859591082795719,0,0
"277","HRV","2008",0.864264319197657,0,0
"278","HRV","2007",0.864669402472158,0,0
"279","HRV","2006",0.86571069812603,0,0
"280","HRV","2005",0.866498213485456,0,0
"281","HRV","2004",0.877831577348059,0,0
"282","HRV","2003",0.897031774799698,0,0
"283","HRV","2002",0.926369540188628,0,0
"284","HRV","2001",0.924837010576172,0,0
"285","HRV","2000",0.926060204928991,0,0
"286","HUN","2014",0.832440515508232,1,1
"287","HUN","2013",0.833439539767248,1,1
"288","HUN","2012",0.831967886943406,1,1
"289","HUN","2011",0.829533869893724,1,1
"290","HUN","2010",0.82701038814667,1,1
"291","HUN","2009",0.829343556058583,1,1
"292","HUN","2008",0.838202605798469,1,1
"293","HUN","2007",0.841585996064439,1,1
"294","HUN","2006",0.839686904748007,1,1
"295","HUN","2005",0.841664134116452,1,1
"296","HUN","2004",0.838503688483372,1,1
"297","HUN","2003",0.865867741126324,1,1
"298","HUN","2002",0.862843170157794,1,1
"299","HUN","2001",0.873525992708297,1,1
"300","HUN","2000",0.874998751846092,1,1
"301","IDN","2014",0.92920816354067,0,0
"302","IDN","2013",0.931362449013892,0,0
"303","IDN","2012",0.932692057678048,0,0
"304","IDN","2011",0.930843413262949,0,0
"305","IDN","2010",0.929484336873785,0,0
"306","IDN","2009",0.928149014544611,0,0
"307","IDN","2008",0.925779518423294,0,0
"308","IDN","2007",0.923107347335973,0,0
"309","IDN","2006",0.923066051567976,0,0
"310","IDN","2005",0.924517935341369,0,0
"311","IDN","2004",0.918744223894971,0,0
"312","IDN","2003",0.915702962991956,0,0
"313","IDN","2002",0.909452326567635,0,0
"314","IDN","2001",0.91077074603243,0,0
"315","IDN","2000",0.910811811542245,0,0
"316","IND","2014",0.905193896741085,0,0
"317","IND","2013",0.901446561278129,0,0
"318","IND","2012",0.908803521786364,0,0
"319","IND","2011",0.906177750221804,0,0
"320","IND","2010",0.918737887103016,0,0
"321","IND","2009",0.917542119419754,0,0
"322","IND","2008",0.923432867725798,0,0
"323","IND","2007",0.921993254130368,0,0
"324","IND","2006",0.912217751566359,0,0
"325","IND","2005",0.910041999886633,0,0
"326","IND","2004",0.909422877289264,0,0
"327","IND","2003",0.906367072877481,0,0
"328","IND","2002",0.905217052770317,0,0
"329","IND","2001",0.902691243197104,0,0
"330","IND","2000",0.904246269587429,0,0
"331","IRL","2014",0.871895920680559,0,1
"332","IRL","2013",0.8687195225864,0,1
"333","IRL","2012",0.867931830434876,0,1
"334","IRL","2011",0.869656237962463,0,1
"335","IRL","2010",0.871212749921012,0,1
"336","IRL","2009",0.85980603317639,0,1
"337","IRL","2008",0.857580042513085,0,1
"338","IRL","2007",0.859093156688206,0,1
"339","IRL","2006",0.872944801985387,0,1
"340","IRL","2005",0.86255544066578,0,1
"341","IRL","2004",0.864698946238326,0,1
"342","IRL","2003",0.868343866695735,0,1
"343","IRL","2002",0.872349275766077,0,1
"344","IRL","2001",0.880396572449268,0,1
"345","IRL","2000",0.873324096984797,0,1
"346","ITA","2014",0.809326946293917,0,1
"347","ITA","2013",0.808210756469127,0,1
"348","ITA","2012",0.809540138386029,0,1
"349","ITA","2011",0.803910020902212,0,1
"350","ITA","2010",0.80382475633583,0,1
"351","ITA","2009",0.800852483511422,0,1
"352","ITA","2008",0.802963107040597,0,1
"353","ITA","2007",0.806430448610321,0,1
"354","ITA","2006",0.805947383632383,0,1
"355","ITA","2005",0.806969468735756,0,1
"356","ITA","2004",0.809067866074217,0,1
"357","ITA","2003",0.805664953055975,0,1
"358","ITA","2002",0.808120297919488,0,1
"359","ITA","2001",0.812832317553577,0,1
"360","ITA","2000",0.821352821133798,0,1
"361","JPN","2014",0.92168142613498,0,0
"362","JPN","2013",0.918323842306824,0,0
"363","JPN","2012",0.921564677695585,0,0
"364","JPN","2011",0.920671405719906,0,0
"365","JPN","2010",0.921582756290235,0,0
"366","JPN","2009",0.917843343310153,0,0
"367","JPN","2008",0.918188208208829,0,0
"368","JPN","2007",0.915756601973583,0,0
"369","JPN","2006",0.914063375353587,0,0
"370","JPN","2005",0.910941119900506,0,0
"371","JPN","2004",0.912255511118355,0,0
"372","JPN","2003",0.912090200087444,0,0
"373","JPN","2002",0.914214014947313,0,0
"374","JPN","2001",0.911874642588247,0,0
"375","JPN","2000",0.913012483165972,0,0
"376","KOR","2014",0.912051523496807,0,0
"377","KOR","2013",0.909650423206102,0,0
"378","KOR","2012",0.913838918260235,0,0
"379","KOR","2011",0.913283556324744,0,0
"380","KOR","2010",0.91424397433853,0,0
"381","KOR","2009",0.914114695982653,0,0
"382","KOR","2008",0.913628780798602,0,0
"383","KOR","2007",0.914967678971481,0,0
"384","KOR","2006",0.913703257061296,0,0
"385","KOR","2005",0.911219530852122,0,0
"386","KOR","2004",0.916896245708376,0,0
"387","KOR","2003",0.915200900307676,0,0
"388","KOR","2002",0.912992756649477,0,0
"389","KOR","2001",0.911305655831534,0,0
"390","KOR","2000",0.913923791975799,0,0
"391","LTU","2014",0.862097500192587,1,1
"392","LTU","2013",0.859624120232215,1,1
"393","LTU","2012",0.857893572797012,1,1
"394","LTU","2011",0.855803174673487,1,1
"395","LTU","2010",0.85836625277533,1,1
"396","LTU","2009",0.862161502232998,1,1
"397","LTU","2008",0.854483486130981,1,1
"398","LTU","2007",0.858962440266226,1,1
"399","LTU","2006",0.852311890983967,1,1
"400","LTU","2005",0.85381851869659,1,1
"401","LTU","2004",0.862150381850341,1,1
"402","LTU","2003",0.861929063064729,1,1
"403","LTU","2002",0.873282124285361,1,1
"404","LTU","2001",0.876443854397958,1,1
"405","LTU","2000",0.88681359299822,1,1
"406","LUX","2014",0.888466467363972,0,1
"407","LUX","2013",0.907510942690134,0,1
"408","LUX","2012",0.886894050304628,0,1
"409","LUX","2011",0.881722140565023,0,1
"410","LUX","2010",0.879121133499823,0,1
"411","LUX","2009",0.880635831972148,0,1
"412","LUX","2008",0.875589561967148,0,1
"413","LUX","2007",0.880563213854733,0,1
"414","LUX","2006",0.87146486410361,0,1
"415","LUX","2005",0.871480460272551,0,1
"416","LUX","2004",0.87143323148586,0,1
"417","LUX","2003",0.876573225742013,0,1
"418","LUX","2002",0.875923951303834,0,1
"419","LUX","2001",0.914003335481766,0,1
"420","LUX","2000",0.915284557138493,0,1
"421","LVA","2014",0.849480374935975,1,1
"422","LVA","2013",0.848840760921229,1,1
"423","LVA","2012",0.854310057301113,1,1
"424","LVA","2011",0.851083062159452,1,1
"425","LVA","2010",0.860197647161543,1,1
"426","LVA","2009",0.858293392507629,1,1
"427","LVA","2008",0.859651486572781,1,1
"428","LVA","2007",0.851856739044714,1,1
"429","LVA","2006",0.84961800155286,1,1
"430","LVA","2005",0.850702420725966,1,1
"431","LVA","2004",0.857139830960051,1,1
"432","LVA","2003",0.863809301538393,1,1
"433","LVA","2002",0.869250632979038,1,1
"434","LVA","2001",0.878033203091509,1,1
"435","LVA","2000",0.883807309197044,1,1
"436","MEX","2014",0.960178885188557,0,0
"437","MEX","2013",0.961213426349367,0,0
"438","MEX","2012",0.962271412903598,0,0
"439","MEX","2011",0.961442245830426,0,0
"440","MEX","2010",0.961557673260573,0,0
"441","MEX","2009",0.961497716103204,0,0
"442","MEX","2008",0.961663791919558,0,0
"443","MEX","2007",0.965973692916787,0,0
"444","MEX","2006",0.969805805326556,0,0
"445","MEX","2005",0.968782350670531,0,0
"446","MEX","2004",0.969693400099866,0,0
"447","MEX","2003",0.96600368452124,0,0
"448","MEX","2002",0.965625819626224,0,0
"449","MEX","2001",0.963709011531766,0,0
"450","MEX","2000",0.963375859047403,0,0
"451","MLT","2014",0.83219339350278,0,1
"452","MLT","2013",0.825701150782345,0,1
"453","MLT","2012",0.844399758174805,0,1
"454","MLT","2011",0.843435073503538,0,1
"455","MLT","2010",0.846614204786696,0,1
"456","MLT","2009",0.857216963804853,0,1
"457","MLT","2008",0.857373398655188,0,1
"458","MLT","2007",0.847755053370819,0,1
"459","MLT","2006",0.847802664027,0,1
"460","MLT","2005",0.856950432912057,0,1
"461","MLT","2004",0.841781586539161,0,1
"462","MLT","2003",0.846029211734778,0,1
"463","MLT","2002",0.854734279387202,0,1
"464","MLT","2001",0.856099248530776,0,1
"465","MLT","2000",0.872530978054932,0,1
"466","NLD","2014",0.869098455660759,0,1
"467","NLD","2013",0.878132031883192,0,1
"468","NLD","2012",0.837812491465548,0,1
"469","NLD","2011",0.837482828730783,0,1
"470","NLD","2010",0.834763187935451,0,1
"471","NLD","2009",0.826610519224436,0,1
"472","NLD","2008",0.838100439951138,0,1
"473","NLD","2007",0.835189239038547,0,1
"474","NLD","2006",0.839363560511767,0,1
"475","NLD","2005",0.832303860791134,0,1
"476","NLD","2004",0.833099429770947,0,1
"477","NLD","2003",0.827913718015421,0,1
"478","NLD","2002",0.831050890515142,0,1
"479","NLD","2001",0.841028301724636,0,1
"480","NLD","2000",0.853498995420134,0,1
"481","NOR","2014",0.910739173052258,0,0
"482","NOR","2013",0.91849722679589,0,0
"483","NOR","2012",0.917083255069037,0,0
"484","NOR","2011",0.91482584983345,0,0
"485","NOR","2010",0.913304776305015,0,0
"486","NOR","2009",0.905464601497586,0,0
"487","NOR","2008",0.920206202329174,0,0
"488","NOR","2007",0.912756905019693,0,0
"489","NOR","2006",0.917838019827472,0,0
"490","NOR","2005",0.916258851515528,0,0
"491","NOR","2004",0.909088512666853,0,0
"492","NOR","2003",0.90686197247603,0,0
"493","NOR","2002",0.905088336270037,0,0
"494","NOR","2001",0.909750990286536,0,0
"495","NOR","2000",0.916857205687882,0,0
"496","POL","2014",0.816897322259555,1,1
"497","POL","2013",0.818362825509506,1,1
"498","POL","2012",0.816553196240792,1,1
"499","POL","2011",0.82131063033734,1,1
"500","POL","2010",0.823285191589794,1,1
"501","POL","2009",0.819603190616537,1,1
"502","POL","2008",0.818975577624145,1,1
"503","POL","2007",0.823322046257707,1,1
"504","POL","2006",0.827048604313453,1,1
"505","POL","2005",0.826223775147127,1,1
"506","POL","2004",0.833039143101616,1,1
"507","POL","2003",0.851106934722411,1,1
"508","POL","2002",0.85569206066909,1,1
"509","POL","2001",0.855281768545791,1,1
"510","POL","2000",0.861014446340145,1,1
"511","PRT","2014",0.882826119425332,0,1
"512","PRT","2013",0.87805838848027,0,1
"513","PRT","2012",0.873637848699794,0,1
"514","PRT","2011",0.871966037012372,0,1
"515","PRT","2010",0.874396346183195,0,1
"516","PRT","2009",0.879914021664627,0,1
"517","PRT","2008",0.879929409630689,0,1
"518","PRT","2007",0.879819261758832,0,1
"519","PRT","2006",0.882363767275248,0,1
"520","PRT","2005",0.881675686725012,0,1
"521","PRT","2004",0.879517902114044,0,1
"522","PRT","2003",0.87815721869218,0,1
"523","PRT","2002",0.880621502145292,0,1
"524","PRT","2001",0.874623603968201,0,1
"525","PRT","2000",0.878355196621658,0,1
"526","ROU","2014",0.844759911258704,0,1
"527","ROU","2013",0.846429439409149,0,1
"528","ROU","2012",0.845446726156595,0,1
"529","ROU","2011",0.847640800130051,0,1
"530","ROU","2010",0.847117642969619,0,1
"531","ROU","2009",0.847947113862022,0,1
"532","ROU","2008",0.85017607079958,0,1
"533","ROU","2007",0.848099489432546,0,1
"534","ROU","2006",0.853544105796756,0,1
"535","ROU","2005",0.856383324333074,0,1
"536","ROU","2004",0.864852794645043,0,1
"537","ROU","2003",0.867030938922672,0,1
"538","ROU","2002",0.878668094260043,0,1
"539","ROU","2001",0.877516010314263,0,1
"540","ROU","2000",0.875946717190471,0,1
"541","RUS","2014",0.929187201523185,0,0
"542","RUS","2013",0.929411706254462,0,0
"543","RUS","2012",0.926109607949304,0,0
"544","RUS","2011",0.921627873677469,0,0
"545","RUS","2010",0.913921066416182,0,0
"546","RUS","2009",0.92016140565411,0,0
"547","RUS","2008",0.920890923682029,0,0
"548","RUS","2007",0.911169657942857,0,0
"549","RUS","2006",0.91561858406321,0,0
"550","RUS","2005",0.915118780900884,0,0
"551","RUS","2004",0.908074857131761,0,0
"552","RUS","2003",0.909000034410554,0,0
"553","RUS","2002",0.911532913846207,0,0
"554","RUS","2001",0.914837012404343,0,0
"555","RUS","2000",0.916956604460733,0,0
"556","SVK","2014",0.860597972836424,1,1
"557","SVK","2013",0.866472124967797,1,1
"558","SVK","2012",0.866010379879254,1,1
"559","SVK","2011",0.877981121188527,1,1
"560","SVK","2010",0.870365622068258,1,1
"561","SVK","2009",0.868418021376938,1,1
